new_id,Answer,_alcohol
5573faaad6dfbb79623dba8d,Alcohol Consumption,True
558fa7d9d6dfbb6fdce3a7fb,Alcohol Consumption,True
55864b6cd6dfbb07b5a5830c,Alcohol Consumption,True
558d306ed6dfbb1f78d50777,Alcohol Consumption,True
557dff1bd6dfbb778dd51013,Alcohol Consumption,True
558664fcd6dfbb108cad8195,Alcohol Consumption,True
55883df5d6dfbb7cef9ff38b,Alcohol Consumption,True
5583a911d6dfbb1919fb4c0e,Alcohol Consumption,True
5578b7d5d6dfbb17122b74ed,Alcohol Consumption,True
557bc31bd6dfbb790ad1353c,Alcohol Consumption,True
5585c9e2d6dfbb54400802ab,Alcohol Consumption,True
556f6d80d6dfbb59062992b0,Alcohol Consumption,True
55706eb1d6dfbb7f80a0c773,Alcohol Consumption,True
558c736ad6dfbb534f7f1093,Alcohol Consumption,True
556e15f1d6dfbb4628813236,Alcohol Consumption,True
558da6d2d6dfbb72455f414d,Alcohol Consumption,True
558fef1bd6dfbb085837c0ea,Alcohol Consumption,True
557da1e4d6dfbb5ccfb78ad1,Alcohol Consumption,True
556efdd4d6dfbb01a423e860,Alcohol Consumption,True
558e35aed6dfbb588675c31d,Alcohol Consumption,True
5590b86dd6dfbb5fbaadf215,Alcohol Consumption,True
557d4125d6dfbb3870025def,Alcohol Consumption,True
556e5bfad6dfbb077d4899b7,Alcohol Consumption,True
557b63f6d6dfbb35251a857b,Alcohol Consumption,True
55706558d6dfbb7789403768,Alcohol Consumption,True
556eab4ad6dfbb45235a0012,Alcohol Consumption,True
55706fc9d6dfbb7f80a0d063,Alcohol Consumption,True
557c7917d6dfbb679f3fa7d9,Alcohol Consumption,True
556f6484d6dfbb4b934a2d18,Alcohol Consumption,True
55739bf7d6dfbb325130875a,Alcohol Consumption,True
557b3653d6dfbb29dc5496d0,Alcohol Consumption,True
55787673d6dfbb6cc233df6d,Alcohol Consumption,True
5578a317d6dfbb052634281d,Alcohol Consumption,True
55919c45d6dfbb5a8183a5e1,Alcohol Consumption,True
556e52fad6dfbb077d48274b,Alcohol Consumption,True
557b0e1cd6dfbb1de5b44661,Alcohol Consumption,True
558f7286d6dfbb6325d6b365,Alcohol Consumption,True
558e4176d6dfbb624e5d3c4c,Alcohol Consumption,True
556e4db1d6dfbb7a8de479b7,Alcohol Consumption,True
556ea23ad6dfbb3acb18e591,Alcohol Consumption,True
557a6c6cd6dfbb6a25be17e4,Alcohol Consumption,True
55726c69d6dfbb56bc59f56a,Alcohol Consumption,True
558f6ff8d6dfbb5f01e30126,Alcohol Consumption,True
558f1d76d6dfbb4a7cf85b9a,Alcohol Consumption,True
557b5b25d6dfbb35251a3396,Alcohol Consumption,True
55701bd4d6dfbb46c34c1e59,Alcohol Consumption,True
5572816bd6dfbb6172a72b89,Alcohol Consumption,True
557dcb80d6dfbb67daa274a6,Alcohol Consumption,True
557107d9d6dfbb5c4e530fca,Alcohol Consumption,True
558e3f99d6dfbb624e5d2c09,Alcohol Consumption,True
557ba73ed6dfbb62b9dc91cb,Alcohol Consumption,True
55861475d6dfbb74e8a176f2,Alcohol Consumption,True
55726224d6dfbb50f7bdd04d,Alcohol Consumption,True
55848808d6dfbb57dc40dcb4,Alcohol Consumption,True
558f62b9d6dfbb5b009e966f,Alcohol Consumption,True
558c5eefd6dfbb4fb93a03c5,Alcohol Consumption,True
55710fcdd6dfbb5c4e537730,Alcohol Consumption,True
558519ccd6dfbb7f571903ed,Alcohol Consumption,True
55727425d6dfbb5bf32d11a8,Alcohol Consumption,True
5584ee2dd6dfbb72710df7d6,Alcohol Consumption,True
5591b460d6dfbb71733a0074,Alcohol Consumption,True
5578ce63d6dfbb1e76a38fa0,Alcohol Consumption,True
5578a0b3d6dfbb05263411db,Alcohol Consumption,True
557b2e7cd6dfbb29dc544c5c,Alcohol Consumption,True
5584a896d6dfbb5faef79c51,Alcohol Consumption,True
557dc64dd6dfbb67daa24413,Alcohol Consumption,True
558f8039d6dfbb6751adc5a1,Alcohol Consumption,True
558735eed6dfbb21a4dbdb93,Alcohol Consumption,True
5578c7f6d6dfbb1e76a35188,Alcohol Consumption,True
558eabc1d6dfbb209a554efa,Alcohol Consumption,True
5583d19dd6dfbb241a408c63,Alcohol Consumption,True
556e4274d6dfbb6d1e3a3504,Alcohol Consumption,True
5584fd4bd6dfbb761bb1203c,Alcohol Consumption,True
556e86ddd6dfbb257508be01,Alcohol Consumption,True
557c3e0fd6dfbb4e626c2303,Alcohol Consumption,True
557a32e2d6dfbb54c62cf75c,Alcohol Consumption,True
5570a439d6dfbb2239612983,Alcohol Consumption,True
55861c98d6dfbb79a27c96ea,Alcohol Consumption,True
5572930dd6dfbb66cbea760c,Alcohol Consumption,True
55835038d6dfbb0258a61768,Alcohol Consumption,True
5579ce0dd6dfbb31ce02a01a,Alcohol Consumption,True
557dd6e7d6dfbb6b931dc312,Alcohol Consumption,True
5578d514d6dfbb26592294d9,Alcohol Consumption,True
55914691d6dfbb3d910847c7,Alcohol Consumption,True
558f9241d6dfbb6b8a42efff,Alcohol Consumption,True
55792137d6dfbb505ccdff77,Alcohol Consumption,True
556fb6ecd6dfbb0985635c57,Alcohol Consumption,True
5585ee82d6dfbb6056ba301d,Alcohol Consumption,True
5590bc08d6dfbb5fbaae2747,Alcohol Consumption,True
5591b6f5d6dfbb71733a182a,Alcohol Consumption,True
557113fdd6dfbb62ba9667cc,Alcohol Consumption,True
557954a6d6dfbb6f6c75db93,Alcohol Consumption,True
55723224d6dfbb3e96ae6d0b,Alcohol Consumption,True
558c67bad6dfbb4fb93a5af0,Alcohol Consumption,True
558666a6d6dfbb108cad8c84,Alcohol Consumption,True
557c7c1bd6dfbb679f3fc2fb,Alcohol Consumption,True
557b5aaed6dfbb35251a2ef6,Alcohol Consumption,True
557efc80d6dfbb42c2fb56de,Alcohol Consumption,True
558c6fa2d6dfbb534f7eebf1,Alcohol Consumption,True
5587862dd6dfbb344f78eb13,Alcohol Consumption,True
55705983d6dfbb6f7077ecef,Alcohol Consumption,True
5584952fd6dfbb5bf2b7f149,Alcohol Consumption,True
5585c852d6dfbb544007f4e2,Alcohol Consumption,True
557b2842d6dfbb262ff2ebd7,Alcohol Consumption,True
5572611dd6dfbb50f7bdc4e5,Alcohol Consumption,True
556fc80ad6dfbb11fa70fbe4,Alcohol Consumption,True
557ba0d5d6dfbb62b9dc4ac5,Alcohol Consumption,True
557a3969d6dfbb54c62d59a9,Alcohol Consumption,True
55876853d6dfbb2d3390960d,Alcohol Consumption,True
55748e3bd6dfbb4333eb4dd2,Alcohol Consumption,True
557c4d46d6dfbb552ea55f84,Alcohol Consumption,True
558b6fe5d6dfbb05d9020563,Alcohol Consumption,True
557501acd6dfbb62bbb7f119,Alcohol Consumption,True
557bc4f2d6dfbb790ad14533,Alcohol Consumption,True
558ec3b4d6dfbb2c495998ae,Alcohol Consumption,True
55714182d6dfbb705b6d9b1d,Alcohol Consumption,True
5570e105d6dfbb44e3de9dfd,Alcohol Consumption,True
5571db16d6dfbb1e02784cad,Alcohol Consumption,True
5573dab9d6dfbb61b92c876b,Alcohol Consumption,True
5586f34dd6dfbb6d49b4b317,Alcohol Consumption,True
558dfefbd6dfbb2b5aae4d45,Alcohol Consumption,True
55718535d6dfbb063fa8a1ad,Alcohol Consumption,True
5587b67ad6dfbb46aceb8133,Alcohol Consumption,True
556e5ab2d6dfbb077d488874,Alcohol Consumption,True
557a9a46d6dfbb7a36d567ad,Alcohol Consumption,True
55871406d6dfbb03f5ef8a57,Alcohol Consumption,True
558fcf72d6dfbb7cc904a4cd,Alcohol Consumption,True
558851abd6dfbb0b6a94fe83,Alcohol Consumption,True
559030add6dfbb1ef965680f,Alcohol Consumption,True
5588ec17d6dfbb500daa84ee,Alcohol Consumption,True
557c7752d6dfbb679f3f97ac,Alcohol Consumption,True
558876c9d6dfbb182e2315a8,Alcohol Consumption,True
5585e3e2d6dfbb6056b9d272,Alcohol Consumption,True
5570a7acd6dfbb2239614a37,Alcohol Consumption,True
558de885d6dfbb1d49554b1c,Alcohol Consumption,True
55860176d6dfbb702cdd528f,Alcohol Consumption,True
557c737fd6dfbb679f3f748f,Alcohol Consumption,True
5586797bd6dfbb1449ba6bae,Alcohol Consumption,True
557a601bd6dfbb64580c06f9,Alcohol Consumption,True
558dbe52d6dfbb024ceb432e,Alcohol Consumption,True
557647c1d6dfbb29f7fa96f0,Alcohol Consumption,True
558e2041d6dfbb4c990c6285,Alcohol Consumption,True
557a564ad6dfbb5f0fac34c5,Alcohol Consumption,True
557d2c0bd6dfbb349073c44f,Alcohol Consumption,True
55885f1bd6dfbb116fec2be0,Alcohol Consumption,True
5574892fd6dfbb4333eb1d2c,Alcohol Consumption,True
558d9481d6dfbb695088d099,Alcohol Consumption,True
558509e6d6dfbb79c0382043,Alcohol Consumption,True
557b505cd6dfbb3170892dd1,Alcohol Consumption,True
5575f2bed6dfbb7f2f469287,Alcohol Consumption,True
55705975d6dfbb6f7077ec9c,Alcohol Consumption,True
55848624d6dfbb57dc40cadf,Alcohol Consumption,True
5588dc6cd6dfbb4c467f6eeb,Alcohol Consumption,True
557bbf16d6dfbb790ad1111a,Alcohol Consumption,True
5584ca62d6dfbb6b2489363b,Alcohol Consumption,True
5572dfaad6dfbb09b1a52e67,Alcohol Consumption,True
558d70b5d6dfbb497b5f843f,Alcohol Consumption,True
557277d3d6dfbb5bf32d39f8,Alcohol Consumption,True
556fc842d6dfbb11fa70fed8,Alcohol Consumption,True
55826d8dd6dfbb3ad4e82a0f,Alcohol Consumption,True
558e2e8dd6dfbb5886757828,Alcohol Consumption,True
55914ac2d6dfbb3d91085bb3,Alcohol Consumption,True
558eae3fd6dfbb27569f380d,Alcohol Consumption,True
558f61f4d6dfbb5b009e8dfe,Alcohol Consumption,True
557fcf14d6dfbb0ba60af0e5,Alcohol Consumption,True
55731078d6dfbb22b64403fa,Alcohol Consumption,True
557cc09cd6dfbb08c69061df,Alcohol Consumption,True
556f47f2d6dfbb34859ba995,Alcohol Consumption,True
558cd9c8d6dfbb70c4e8a429,Alcohol Consumption,True
5590a32bd6dfbb5261dfcfb5,Alcohol Consumption,True
557c8b3fd6dfbb6dfd8286e4,Alcohol Consumption,True
5591d85dd6dfbb048bd2f355,Alcohol Consumption,True
55864d10d6dfbb07b5a5930c,Alcohol Consumption,True
558eefbfd6dfbb38eb8e1fda,Alcohol Consumption,True
5572b76cd6dfbb770cdb513e,Alcohol Consumption,True
55855c8fd6dfbb23cb7cebfc,Alcohol Consumption,True
557dea56d6dfbb70581a7fc6,Alcohol Consumption,True
557d9a4ad6dfbb5ccfb75556,Alcohol Consumption,True
55904ef2d6dfbb285186786b,Alcohol Consumption,True
55735ee8d6dfbb5f9300b796,Alcohol Consumption,True
557bdf36d6dfbb17d4b2b8d0,Alcohol Consumption,True
5579bd53d6dfbb234a9a360e,Alcohol Consumption,True
5581fd23d6dfbb1d5a8fbaf0,Alcohol Consumption,True
558d16d5d6dfbb17ce59a8e2,Alcohol Consumption,True
558e29a1d6dfbb4c990ccef7,Alcohol Consumption,True
558eda9fd6dfbb34962f1119,Alcohol Consumption,True
558e1254d6dfbb4238e25f58,Alcohol Consumption,True
5585f8fdd6dfbb699e4fd2b2,Alcohol Consumption,True
5579d8f3d6dfbb31ce030890,Alcohol Consumption,True
55804585d6dfbb2b73aad3fb,Alcohol Consumption,True
5584cd71d6dfbb6b248956d3,Alcohol Consumption,True
5590c5afd6dfbb665117da97,Alcohol Consumption,True
557b8e1dd6dfbb4db1fd3132,Alcohol Consumption,True
5577c21cd6dfbb680350294c,Alcohol Consumption,True
558ca5fed6dfbb61e9d07f75,Alcohol Consumption,True
5590dcd0d6dfbb6cd2544534,Alcohol Consumption,True
557d2cc3d6dfbb349073c8d6,Alcohol Consumption,True
557a79e5d6dfbb700593d5de,Alcohol Consumption,True
5574ad8cd6dfbb4c00776f5e,Alcohol Consumption,True
558e0841d6dfbb3730f3170a,Alcohol Consumption,True
5590633dd6dfbb373320786a,Alcohol Consumption,True
557ce5c9d6dfbb1b59b20c76,Alcohol Consumption,True
557f3b36d6dfbb51dfc51d14,Alcohol Consumption,True
5575e942d6dfbb7f2f4636d7,Alcohol Consumption,True
558fa4dcd6dfbb6fdce3972f,Alcohol Consumption,True
5587a87dd6dfbb4182ae3926,Alcohol Consumption,True
558efd17d6dfbb3d0e4c20c8,Alcohol Consumption,True
5577d8b3d6dfbb7e91a405ca,Alcohol Consumption,True
558da06fd6dfbb6950896602,Alcohol Consumption,True
558cb07ed6dfbb61e9d104ee,Alcohol Consumption,True
55746de1d6dfbb3bdb428769,Alcohol Consumption,True
5585062ad6dfbb79c0380295,Alcohol Consumption,True
557b9694d6dfbb5854dd6f7d,Alcohol Consumption,True
558b766bd6dfbb05d9025e82,Alcohol Consumption,True
558e411ed6dfbb624e5d3960,Alcohol Consumption,True
558becddd6dfbb25ecf9f276,Alcohol Consumption,True
557e0cf9d6dfbb7b6fe451d3,Alcohol Consumption,True
55775855d6dfbb3aa4b0c732,Alcohol Consumption,True
55873fbed6dfbb21a4dc3358,Alcohol Consumption,True
557f67b4d6dfbb6bdd795766,Alcohol Consumption,True
55879cb7d6dfbb3ce050199e,Alcohol Consumption,True
557a3129d6dfbb54c62cdc98,Alcohol Consumption,True
558ed863d6dfbb34962efc3c,Alcohol Consumption,True
55722777d6dfbb3958911253,Alcohol Consumption,True
5590bd39d6dfbb5fbaae4335,Alcohol Consumption,True
5588a362d6dfbb3a7526c577,Alcohol Consumption,True
558cef09d6dfbb7e7a40789e,Alcohol Consumption,True
5590ba5fd6dfbb5fbaae05c8,Alcohol Consumption,True
557b9a4cd6dfbb5854dd982c,Alcohol Consumption,True
556feebbd6dfbb28166f80f0,Alcohol Consumption,True
557de977d6dfbb70581a7733,Alcohol Consumption,True
557badbcd6dfbb6d47c635b1,Alcohol Consumption,True
5584e1ecd6dfbb6ec0ee094c,Alcohol Consumption,True
55721547d6dfbb33bf905fc8,Alcohol Consumption,True
558f08efd6dfbb40e0aa8996,Alcohol Consumption,True
5584a459d6dfbb5faef7733c,Alcohol Consumption,True
557fa9efd6dfbb7e6a012d62,Alcohol Consumption,True
5573d364d6dfbb61b92c4660,Alcohol Consumption,True
55863b54d6dfbb01eb281002,Alcohol Consumption,True
556e46ead6dfbb7a8de42cd7,Alcohol Consumption,True
557db828d6dfbb64379bf588,Alcohol Consumption,True
557a4c76d6dfbb5f0fab9a4d,Alcohol Consumption,True
557491fbd6dfbb4333eb71aa,Alcohol Consumption,True
5590bf5ad6dfbb5fbaae6b11,Alcohol Consumption,True
55859ac2d6dfbb3c34c69c9a,Alcohol Consumption,True
558ddf69d6dfbb1285b48ce7,Alcohol Consumption,True
5585ae5dd6dfbb482ae1e009,Alcohol Consumption,True
5587811dd6dfbb344f78a74e,Alcohol Consumption,True
558a4468d6dfbb30843a9765,Alcohol Consumption,True
55910e29d6dfbb098d90e12c,Alcohol Consumption,True
5586ccbbd6dfbb4d01d8adb3,Alcohol Consumption,True
5585bbbfd6dfbb4e108b135b,Alcohol Consumption,True
5570b127d6dfbb2a5bc4653a,Alcohol Consumption,True
5573d83cd6dfbb61b92c71f4,Alcohol Consumption,True
5570a453d6dfbb2239612a80,Alcohol Consumption,True
557e1d19d6dfbb7f85519744,Alcohol Consumption,True
55862c42d6dfbb7d2ba11e0d,Alcohol Consumption,True
557e4747d6dfbb0c7793246d,Alcohol Consumption,True
5573b14ad6dfbb41a07dd6d1,Alcohol Consumption,True
556e892fd6dfbb257508d8ca,Alcohol Consumption,True
55729b7dd6dfbb6c4cf3fd05,Alcohol Consumption,True
557da168d6dfbb5ccfb7874d,Alcohol Consumption,True
55749292d6dfbb4333eb7751,Alcohol Consumption,True
557c39bed6dfbb4e626c0bcd,Alcohol Consumption,True
558f2650d6dfbb4a7cf8aa51,Alcohol Consumption,True
558e0f82d6dfbb3730f36a63,Alcohol Consumption,True
5576651fd6dfbb400d8b46bf,Alcohol Consumption,True
557b693ed6dfbb398e8f4c42,Alcohol Consumption,True
557396d9d6dfbb2297cf004d,Alcohol Consumption,True
557f80c9d6dfbb71e0374b74,Alcohol Consumption,True
55733fcfd6dfbb44a9f12089,Alcohol Consumption,True
5585cc27d6dfbb544008166b,Alcohol Consumption,True
557cf159d6dfbb2157cba944,Alcohol Consumption,True
5585acc8d6dfbb482ae1d2e7,Alcohol Consumption,True
558adeb2d6dfbb5b19fb5332,Alcohol Consumption,True
558ee673d6dfbb38eb8dd0ce,Alcohol Consumption,True
55874f2cd6dfbb257fb5ef99,Alcohol Consumption,True
557b6374d6dfbb35251a805e,Alcohol Consumption,True
557d4684d6dfbb3f29d8e777,Alcohol Consumption,True
558583fcd6dfbb36313859df,Alcohol Consumption,True
558ce896d6dfbb77017ca7fc,Alcohol Consumption,True
55795175d6dfbb6f6c75d492,Alcohol Consumption,True
55740ec7d6dfbb0721f512a6,Alcohol Consumption,True
55722423d6dfbb395890f445,Alcohol Consumption,True
5587ce1bd6dfbb4a57904e64,Alcohol Consumption,True
556ea96ed6dfbb452359f71b,Alcohol Consumption,True
556e4e47d6dfbb7a8de48083,Alcohol Consumption,True
558e4c6dd6dfbb6bc45a3ee1,Alcohol Consumption,True
557379d8d6dfbb02180a0178,Alcohol Consumption,True
557a7733d6dfbb700593bdcd,Alcohol Consumption,True
